Label,Tweet Id,Username,Text
0,1827339940,juliefernanda,"mmmmmmm, beach today. GREAT weekend... "
0,2062038727,silverishblue04,is going to Cedar Point on July 11th with Dom!!!! so excited! 
0,1694494880,Zutopian,Extremely happy to see my new track &quot;The Awakening&quot; featured on Indivibe   http://www.indivibe.com/vibe.php?city=1
0,1966377487,Cat_Lover_Lots,It was all fwoooosh! And scaring the prairie dogs  It was more scared of them than they were of him! I'll get some videos up on youtube.
0,1680204206,gracie33,love you Bert!!!  and for many reasons.
0,2066846694,guarigliac,one week and one day until a quick summer break. 10 days til Coloradoooo! 
0,1836044867,radha_,@crazytwism Can never get tired of the beauty there  Its so serene and untouched 
0,2061522753,morningsideband,@sbaicker but thx for the inside scoop 
0,1969417566,sleepysongbird_,@ctoliver3 I know rt!! anyways... have fun and be safe mr. chris   ...lol &quot;ur sool peep's ...lmao nt!
0,2014262874,Eiley_Cyrus,Good morning. 
0,1970302169,j3nnag,"I love winning the verbal battle with a ccustomer service agent, even more wen I'm right  I fought the law and I won!!!!"
0,2190785765,Goblinglow,"@crazy_mj You're doing it well, It's better increasing it slowly, step by step. I'll work out today too  #BSB"
0,1793095123,ChantelleSherie,Ooo the jacuzzi was niceee  goodnight twitter... Santa monica tomorrow 
0,2003625076,macbella2,@natneagle it's stinks but it's for a good cause sweetie!  Nice haul and you look beautiful!
0,2064384199,MrChaoS420,Watchen sum movie called the cleaner with old samuel L. jackson...it aint to bad so far tho no yellen yet 
0,1678692245,amandawilk106,@nursestacy I'm glad you finally made it! Have fun. I'll look forward to your tweet updates 
0,2063854623,wheresitallgo,@letsgoplay after u die ill set ur 5 kernels out in the sun and EAT them. 
0,1973863326,kayte_girll,listeing to @therealpickler  love that girl. shes hilarious! and gorgeous too
0,2005511850,Seandactyl,http://twitpic.com/6h0an - Finally got a bike to ride around Kansas! 
0,1753365730,lohang,is listening to music. really happy about !librefm #audacious combination  here's my profile http://is.gd/yopo
0,1836041672,pillpushera,"@PaperCakes love their stuff and verry cheap, registered with etsy "
0,2012723818,ishyscreations,Watching America's Funniest Home Videos.  It always makes me laugh 
0,1989496462,iheartellenshow,@kar_mun1512 hehehe.... but at least ur teeth is nice and neat now 
0,1975279077,Marie1214,"@stephenfry ...no need to apologise, need to tickle the ol'grey cells "
0,2186433434,mellykdee,Letting the Ikariam people die a slow death and enjoying a pint of cookies and cream.  All is right with the world! 
0,1694626662,Xo_TiKa,chillin an havin a drink 
0,1994141950,MsCrissy,@alwaysloveu_Ci yea.. I'll hit u up later 
0,2014234772,roynarra05,"@thedailysurvey Yuck. Oh and dailysurvey, Allison signed a contract with Jive "
0,1971307420,XoxLushiexoX,ok thats done for now c how that goes! 
0,2184393918,vibzfabz,"Good morning, Tweeple! Have a nice day! "
0,2000533907,krist0ph3r,"@Shadez yep, my sony xperia has a microSD card too...i think the xperia is the first msd based phone "
0,1823846711,epcotx,"@sarahndipitous   Your warm comments are gratefully appreciated, Sarah! Thank you so much!  Cheers &amp; many happy tweets, my friend! "
0,1879985895,tangillian,"This day is awesome. :-bd @innaraymundo, if you know what I mean. "
0,1676761952,_Jupiter,@KayoBlack hill and get it and one day i had a stick go in my leg lol...but i got the soccer ball!! 
0,1880412675,DorkyAjJ,@almightyvickyv Because curry is the best EVER!!! 
0,1834114878,Autumn4given,@RedPorscheKilla @Myth60 thanks so MUCH for the FF.....you are awesome !!!!   You encourage me!!   :  )    have a great day!!  
0,1880384928,NikaMohar,"@HughBriss Lol, 100$ for custom Twitter background? "
0,1676688166,RuwayneNell,"Good day, catched up on all my TV shows and now I just have Gossip Girl still to do "
0,2071243971,Chakotay_,@CorneliaArcher @nathanrdotca OOC:  Wow!  Thanks for the compliment!  
0,1551584573,pookieex3,Going to run on the beach 
0,2069883472,olivia247,@mileycyrus thats an interesting concept ... 
0,1686527859,spwhitton,Just video called grandparents with sister's laptop  Laggy due to wireless being employed by at both ends.
0,2001614345,MasterCheeks,loved seeing elena ! i love my worm  exhausted xx                                                                               __
0,1882043975,MsGourmet,@MyMelange yes the Pantheon &amp; Zara are my favourites 
0,2001395256,nook,I'm using bing instead of google from now on  #bing
0,1880184875,Misses_Gola,trotzdem guten morgen an alle  #followfriday
0,2001557083,JaninaRydin,"@tommcfly I liked this one  What, are you kidding? I have loads of good photos of you! ;) Xx"
0,1678976928,nickdawson,@artfuldodga I'm still staunchly committed to all things pork 
0,1992418224,tunerjunkyard,Tweeting to the world: Marisa and Jerod has set a wedding date of October 17th.  Details... Sooner or Later... 
0,2048117099,kelliswidener,Jesse thinks he's Rachael Ray 
0,1981042338,wyrm11268,dancing Dachshund videos to make you smile   http://bit.ly/dxFCt
0,2067901954,hattieking,@selenagomez Love you selena! can't wait for wowp movieeee 
0,2000842937,Kai_Lynn,@bernyleo Thanks Joy!  I will try my best to maintain both blogs regularly
0,1881657970,MrPaulo,@tcharper a normal day in hastings then 
0,1687562739,iTiff,knows a place 
0,1834634511,latinasiangyrl,@DontHateBeHated Happy Monday (I hope) Tweetheeart  !!!
0,2063602800,Diana54x,"Watching the full moon tonite, should be good "
0,1976971201,jaysingh,@bellewollaston ThankU 4 giving us this amazing piece of art. This is a major milestone in Australian musicals &amp; about bloody time. 
0,1990282096,iamcheerbear,"@marcofratelli nope. i have a smile online  and well, i can still wave "
0,1932930003,luckychihuahua,"@ECMarshall Oh, ok. Awesome "
0,2067720728,PrincessRonald,"@alliYu I should have! I want Asian food, make me some. I'm coming over "
0,2177799901,lauriek,@ScribnerBooks  too funny.
0,2190858373,emily_moore,exam tomorrow... preparation? learnt breakdown by jack johnson on the guitar. 
0,1969716582,tormaroe,@ejohnsen  I don't know if that is a valid saying anymore. All the windows in this place are bulletproof.
0,2192463068,jennysunphoto,@benlimphoto hahaha... no worries! bring it on!!  I have ALOT of emails so dont feel too discouraged. Some require lots n lots of time 
0,2013473075,konfuzd4life011,@DKsArrived hahaha  ps I favorited this tweet lol
0,2000938917,avnichinoy,"@jer_ohmy_ah A successful quarter indeed, thank you so much! "
0,2059200698,roxrevenge,@bigwormy omg! youre alive!  what did you in this past week?
0,1976305762,spgreenlaw,"@dirkjohnson I am no public speaker myself, don't worry. You did well. "
0,1972454000,kristeenn,"oh man, its such a niceee day outsidee. i like it "
0,2177883368,girliegirl1223,"@jacksondevious Chicken noodle soup, chicken noodle soup, chicken noodle soup with a soda on the side, lol. Feel better "
0,1676616113,aleizaya,@mileycyrus do you really respond back to your fans??? just wondering 
0,1823153580,hiryuuemerarudo,@_autodidact I think George accidentally broke the disc. I'll message you when we get a new copy 
0,2067451991,SarahHambleDuke,Thinks My Life Lacks Romance At The Moment.. Haha! This 3 Months Off School Is Really Gonna Drag  Birthday 3 Weeks Today  x
0,2069193748,yacoob,"@garycoady on the other hand, I remember a lot of the lyrics... "
0,1970975295,SexySierra,Way overdid it last night - don't know what I was thinking but it might take me at least a day or so to recover! But it was fun!   lol
0,2182225661,Beatles4Life,Congratulations @Wossy on your Music industry trusts' award. 
0,1989993595,nonoodle,@billyraycyrus thx. Hope u have a great week also! 
0,1932743371,juicymumsy,"Off to bed. Had a great, drama free day. Loving my life. 5 days until moving day! Change is good. Be happy, and happy things will happen! "
0,1677260606,guerillamilk,@m_slago LMAO! might as well make friends now 
0,2190161619,tickingclocks,had an amazing day yesterday...I touched Shia LeBeouf's hand 
0,1826348129,sumedhaupad,Just finished reading 'the hitchhikers guide to the galaxy'. So funny! Loving Ford Prefect right now. 
0,1556569837,alexthewheel,@laurengruenbaum yeah dudeee I'm fo serious. after I get my light kit haha then I shall. 
0,1982167747,allisonnazarian,@ElaineC74 I used to love those movies. Then I got cynical. Now I think I'm becoming a sap again 
0,1685218456,pmartin46_USANA,"Hey, thanks for the follow, wow this is exciting a new tweet. "
0,1982433498,ilanbr,Soon it'll be year since I started my #photoblog. Still excited about my post tomorrow. Can't get used to the Adrenalin rush 
0,1833973146,clairenessio,Yay! Chuck got renewed it deserved it! Chuck has been consistently brilliant this year 
0,1978247857,paps_onthego,"I wanted to start editing footage, but I'm so tired. I'm just gonna read my book. "
0,2184899379,jonacoca,"I just committed to prepare, buy and eat more local food at http://www.eatrealeatlocal.ca. #realfood REPOST THIS "
0,1964241865,Eri8321317,"http://twitpic.com/67h8h - A profile shot of me when I'm dolled up. Can't really see it, oh well "
0,2067472074,scardus,Back home from Edinburgh. Spent the day at Edinburgh Zoo - Highly recommended. Need to offload 100's of pics into Lightroom now. Fun 
0,1827625022,issie07,@x_Beckiie_x They Sure Can  #jonasparanoid  x
0,1967906761,AddieGaines,@KevinBlissett how do you not?  i started thinking and planning immediately  i only had to physically be present a couple of days
0,1969278704,tracyld2,@Romarley  Everything's irie...Enjoying life 
0,1978273931,allison__,finally homeee..!  had a kick awesome night.  one of the most fun nights i've had in a while.    off to bed now!  goodnight!  xoxo.
0,2065120176,TheIda,"One last thing! Bloggity-blog is up.  http://bit.ly/23zu87  Anywhoozles, good night. God bless."
0,1973726335,Monza972,@the_mad_1 WEE HOSES! 
0,2063331483,fuzzy_machete,There.  That might do the trick.  
0,1978961984,qthrul,@schampeo thanks 
0,1558793119,xoxorachybby,"@Riiom Haha I didn't even notice the missing 'for' But hi there, I'm Rachel "
0,2063863590,shantanu88,In Guildford and is in love with this place 
0,1970178249,Courtney9121,@ResqGirl09 that doesn't sound good.....don't scare me!  Incident Reports = Just say NO!   
0,2051336945,raquelkc,Oh my.. I am buying a WOLVERINE trucker hat!! AND WEARING IT!! I haven't rocked a trucker hat since Jr High w/ Maggie!! 
0,1551778216,_constantstatic,"@tommcfly I wish I was there...okay,not really, I'm going to see you in 33 days "
0,2016958401,crispoe,@cambridgegirl you mentioned someone asking for a decant of a 2006 bottle.  Or maybe I was drunk on Root Beer.
0,2063372956,hanwedge,@with_a_zacky that is some crazy stuff!!  But dw I had a dream I was Mussolini's mistress (Y) lol!
0,1979410906,bluuuuh,hopes to be in the same section with my prends.  http://plurk.com/p/xd6g1
0,1981598174,fashiondelicio,fashiondelicious.com please vote  - http://tinyurl.com/nbvpm4
0,1880274300,debzatee,@nic12chris. . . . yay nic . . . welcome to twitterworld! ! ! lol  x x x
0,1880475359,Thamar,"no reception at HQ, today Iam the @mangrove doorbitch "
0,1969800517,caz1977,Oh &amp; I'm still not caring about BGT. I have my music collection of happiness. Especially the depressing goth stuff 
0,1880916701,LaughingWolf,"@tamtamdoll Looks good, and thanks! "
0,2185194935,iamhaotran,Tried to watch 'Drag Me To Hell' and couldn't do it so now I am watching 'Hangover' 
0,1694052138,DarrenS28,@atlteabagged ur not blind  i was just browsing &amp; saw ur tweet &amp; figured i could answer ur query plus i wanted to know too
0,1975924080,chemicalzombie,Ahh crap..gotta go now ppl..but do me a favor if frank updates again plz let me know!  i love you ( they know who they are) 
0,2047298386,danaseverance,"@Ben373 Heh. I do work all the time. Thankfully, he's there to give me rubbins while I'm working at home! "
0,1555876512,dopeydoo,Gotta go for now.  GOnna fix my things for tomorrow trip to Clark 
0,1564733837,ali_bubblegate,Would like to welcome Janet Gray to Bubblegate on her first day as Business Development Executive.... she has yet to sign up to Twitter 
0,1827557111,porky_xO,Ahh about two weeks of long lies  x
0,2055830442,richardholt,@k8greene I like to think of that more as the time SHE has left! 
0,2069584800,laurelfairy,@natneagle I think pink would be hot on you and you would see it more than the purple  but you can rock both though
0,2174987954,melodyhill23,Still on the phone with Daniel  I love him so much! Life is funny that way.
0,2062723004,Szajdi,I couldn't sleep :/ but I just love being at home  ... but still I got a few battles to win in Kalisz :/ I'm really tired of this shit! :/
0,1754402355,youcandoit,With my mom having breakfast at Bob Evans on Mothers day   http://yfrog.com/6417ij
0,1978450520,baarbyy,texting with my best friend nine 
0,1573984821,Lilahdoll,"Can't wait for lunchtime. Gonna go meet my girls in the park. And then by the time I'm back, he should be in the office as well.... "
0,2055307153,sorrowclouds,At a chili cookoff. Wish me luck 
0,2059913190,iMan19,Listening an interview of Gerard Way with TasteitTV.com &amp; still drinkin' coffee.. the best thing: I'm about finish my homework 
0,1975909406,chods70,"@ReverendBobby I figured as youre universally considered a retard, you could do with a friend.  He give you stats and shit, good website."
0,1564090212,matilou,I love it when you wake up to a good news ! don't you ?  http://annecresci.blogspot.com/
0,2056208290,ebo827,taking a pool break to sheetz w gina 
0,2175383868,HaleyRebecca,so angry that the amity affliction are touring everywhere but perth!! even adelaide wtfff? may have to book a flight 
0,2063650694,_Tonii,@_kerrii  Yay ure here now too! im so excited for Germany! 
0,1972881609,lila82,@ChrisHangsleben Probably not. Chris has been tired and not feeling too well lately and we are financially strapped  Isn't life fun lol
0,1685966909,Heyfareesha,can't get enough of hurricane haley. FTSK rules 
0,2060136774,roseystone,Heading home after a most enjoyable night. 
0,1881963522,squawkbox,@bmdakin Aww.. Thanks for the follow friday.  I might need to start tweeting interesting topics now 
0,2175759910,skdev,@ruchirfalodiya you are forgetting that FC6 was released 2 years ago  so .docx... Read More: http://is.gd/12lhy
0,1880313838,BanburyCross,@snarkrumpus  Sup G?! how's things? been super busy the past couple of weeks! Home soon...promise!  GP Sunday! woop woop! x
0,2187321641,ARAYA90,"Listening intently to mom as she talks about bitchy people,  with my boyfriend  dinner was good &lt;BOSS ARAYA&gt;"
0,1984039118,pearlbones,i like plans and ideas  i dislike revision but i'll do the best i can tomorrow 
0,1983589012,_Candice_Marie,Yay class finished! Trying to enjoy the last few hours of my weekend 
0,2181450732,MzLCherry,@iamSTL *hugs* ( while filling u up) lol I'm on my way out the door call u L8 bye 
0,1553430517,YaoiMeowmaster,it's not broken. the color is a little dusty though.  hahah
0,2051720097,CourtneyCraver,@GwenTundermann thanks for stopping by!  Still a work in progress.. Can't make up my mind what I want!!  Have a great night 
0,1553522631,AmandaSzymanski,...? this weather! It's about time the sun starts shining at PSU 
0,1825390984,ShesElectric_,Afternoon beautifuls 
0,2015390375,anikanzalen,@Sunday28 The old cat and mice game right? We can still spam them with #spymaster invites 
0,1792396293,pawper,nao has cooooookies. And is in Monterey 
0,2003265978,Chiminette,@JoshFittell it's a beautiful day im enjoying the benefits of global warming  (while it lasts lol)
0,2005875140,EnglishIndie,@captainsdead Hi. Looking for music bloggers to get behind 'Follow An Indie Band Wednesday' - check out http://tinyurl.com/faibwed 
0,1694904755,ttkj,@mumof_3girls LOUISE !! You r not adopted - ballet it is. You'll love it and then the cocktails after even more! 
0,1963244938,jardinjaponais,"@iconis Hee! I hate waiting, too! Yay for a quick move! "
0,1754025367,xoxomilliexoxo,Soooo freakin tired! But my friend dakota is graduating college this morning 
0,2059214313,Miss_Dakota,@TheCaramelKing thats so unhealthy! 
0,1984584285,OliviaEllis,@mileycyrus miley cyrus is my hero.  i hope you win tonight   i voted every day! 
0,1881699485,laurenthebeast,"three job interviews today, then five hour drive to washdc. wish me luck! "
0,2190268326,Calaelen,@Yuviley erstmal in Ruhe Twittern? 
0,1985769637,ron_miller,"@ChristinePilch Hey Christine, you're the boss. You can extend the weekend if you want. "
0,1985117709,snedwardq,"@uh60chick Who are you, his Manager? hahaha At least now I know who you're talking about with your &quot;RAAAAAAAAAAAAAAAAAAAAUL&quot; tweets "
0,2177989022,gimpnelly,@CjB_Productions You're welcome.  
0,2188800435,daaniiela_,"@marthafdz hahaha so,dont know,HOPE! in the morning, and you? "
0,2186082163,Remnantsofyou12,"@losangelista Oh, that ring is pretty...I had to quickly leave that site.  I need to pay bills first.  "
0,1685502710,attilafarkas1,got up. Hey everyone! Whats up? I wanna go to amusement park!!!   niceday
0,2060749236,geniusboi,Spending free time vegging in front of TV now instead of working on APUSH  
0,1557679782,cparrey,"@lil_19 i am trying to stay off msn for a day, i have done well actually, well 24 hours is up, i played video games all weekend "
0,2175505327,claireybaby2,@nicolerichie OMG sister act is my fav movie ever. its ssooo old skool - i love it.  &quot;aint no mountin high enough....... 
0,2061508124,inthebelfry,"@SuzanneReed lol, wtf?  thanks I guess"
0,1558002565,milly89,@BT WHATS UP ARE YOU IN GERMANY? THATS COOL; WELCOME 
0,2193155618,trentgillaspie,@tboetig Mine shipped last Friday and will be in by this Thursday! 
0,2175197999,cowaboonga,@rklarsson don't mention it  have you seen also my new business card / cycle lane map? http://bit.ly/cWW58 I think is funny innit?
0,1978323525,stevegarufi,@AspenSpin Forgot to reply to you awhile back. Good to meet you. I get to Aspen every now and then when the pass is open! 
0,1970955281,millerlibrarian,"@wsstephens boy, do I hear ya!  "
0,2067200553,Lilmissvintage,is starting to love and appreciate her life again now all the stress of moving has eased...sat drinking rose and watching Terminator 2 
0,1981204584,mikeinsd77,Good Morning.....Get to make the long drive home today 
0,1966576257,ThePull,"@l05t06 That was so messed up! @Fyouseekamy You should sneak 'em in his drink, while he isn't looking. "
0,1991850003,SilverWordz,"@ralphviktor Hang in there, all that studying will pay off in the end. "
0,2001122134,phonetichalo,@leliedeann Be very happy and proud that you graduated.  congratz 
0,2064740812,Dakit,@clairehearty 
0,2000412071,paxnation_217,designing a yearbook for a school was awesome this year! Especially after seeing the surprised look on the principal's face awesome! 
0,1978011613,irenemonster,1st wedding planning meeting with our parents was perfect  thank you Jesus
0,1679075520,DenaShunra,"@Adamfyre oh, *THAT* Adam  Take a look at the people I follow (via my main page); they're all cool (not all that many fiberfolk, though.)"
0,1989435480,Charl0tteAshton,@AnnaScuba Err... You what? I am still laughing over fiiiiiiive 
0,2056644689,Purplemayte,@dannywood its ok we understand! I need 2 get inshape! U should be my personal trainer! lol 
0,2063107259,dionnexox,Browsing web checking out Florida.  We just booked to go next year!  So excited.  x
0,1880819328,LizzieCharlton,"@supermum Yep   It's &quot;recommended&quot; on both North and South bays, which is the highest rating "
0,2185847447,eowyn324,THEY'VE MADE CYLON ROOMBAS AND I WANT ONE! 
0,1958076617,chiller,"@catmachine Gosh, thank you!  "
0,1687279915,tweetdeck,@HighTechDad definitely soon 
0,1966781826,Kat5Rescue,@09Casper   THis way you will get your Plague ratsies too  YAY!
0,1992251533,juliesibley,"it's meeting day!  Wait, aren't all Mondays meeting days?  "
0,1880745943,Zonoma,@Veronica_F Food for thought!  http://tastyfoodz.blogspot.com
0,2065526045,Corwin1969,@evaangelinaxxx Damn Eva.. that is a hot outfit!! 
0,1823894479,wronskian,"I watched Angels and Demons tonight. As always, the book is more detailed but the I can say the movie is not that bad either  Watch it...."
0,1824750621,hollseey,"I'm really excited about the future, i don't even know why. but i really hope to help others "
0,2046547009,evelynskye,Wow! What a beautiful day in such a beautiful city 
0,1993413939,CCBalla10,A little buffalo wild wings for lunch 
0,2008431298,sharha64,Has a monkey baby. . . . . . Its called wayne. 
0,1680958898,BlizzPack,According to @Vipercy15 the Blizz D got me about 30 points! 
0,1983275991,Sims_Galore,@MissingStudios WOW Looks good   Nice Work
0,2067015399,suebc,@mikecj I was going to say that I wasn't working on anything - then I went and updated my work twitter so I guess &quot;updating work twitter&quot; 
0,1687307772,kwbxljp,i settled on animal crackers 
0,1978491169,pagan_spell,@lisastarlynn You're welcome 
0,1824750096,BertaWooster,"@loris_sl well, I'm asking YOU  how can you &quot;oversleep&quot; without missing out sth?"
0,2052271381,acieissobloggin,@colinstars aww. PARAMORE 
0,2064504686,danaruth,good morning ATL  gr8 weeknd! brunch w frndz this morn &amp; open studio @ Atl Art Worx 12-5.
0,1970027621,samcolson4,Going to Ellie's soon and hanging out all day  [no revision either (Y)]
0,1695476361,iamcherrypie,"@RizzoTees LOL, point at yourself and laugh!  "
0,2001214553,Katybug890,Score! got the roomie so drunk he freaking puked! go me  *KaTyBuG*
0,1975313674,countrymusiclvr,@tonfue aww...one day u will! i kno it  i hope u do at least! haha ;)
0,2055074848,pdurham,@noodlesandbeef what's wrong with being a nerd?  ooh...new technology!!!
0,1990671877,bonesapart,Jayne .......that is 
0,1976672281,usecasemachine,"excellent first day of talks... dinner, beers, and fun now  #barcampsd #bcsd5"
0,2056225706,freesol,@memphisbarbie09 im here waiting for you! 
0,1957217051,ANGELJACKIE44,@Jason_Pollock  I will try that. 
0,2186222871,brittany_rae,hangin at holly eric and dana's with a bunch of MSU people playin kings. conneticut and tit DEFINITELY rhyme..i told my case and won 
0,1984986930,AngryYoungMan2,Marilyn Manson loves Max Raabe  I love his music too
0,1836152086,LizMiera,Good Morning......off to get some coffee first thing 
